recipe_id,user_token_id,star_count,age,gender,category_value,recipe_view_count,values
1000010,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000016,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000023,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000058,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000073,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.125,3.4123563218390807
1000776,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000779,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000813,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000814,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000817,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000823,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000832,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000850,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000944,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000964,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1000971,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001083,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001084,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001089,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001093,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001117,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001144,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001176,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001184,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001190,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001199,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001200,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001219,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001225,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001249,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001267,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001270,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001289,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001293,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001299,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001307,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001315,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001317,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001339,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001340,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001353,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001363,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001366,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001371,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001373,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001386,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001407,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001423,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001425,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001431,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001446,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001480,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001514,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001574,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001642,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001653,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001665,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001666,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001667,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001675,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001685,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001699,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001700,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001727,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001764,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001782,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001832,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001863,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001878,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001901,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001948,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001988,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1001992,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002005,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002015,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002028,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002039,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002063,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002078,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002080,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
1002109,test-k60-w20-f20,0,50-59,남자,0.27873563218390807,0.0,2.7873563218390807
